Datatype|TransactionID|ProductID|ProductName|SoldPrice
TITM|US-2016-150630|FUR-FU-10004848|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"|124.2
TITM|US-2016-150630|OFF-EN-10001509|Poly String Tie Envelopes|3.264
TITM|US-2016-150630|OFF-AR-10004042|BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain|86.304
TITM|US-2016-150630|OFF-BI-10001525|"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"|6.858
TITM|US-2016-150630|OFF-AR-10001683|Lumber Crayons|15.76
TITM|CA-2018-107727|OFF-PA-10000249|Easy-staple paper|29.472
TITM|CA-2017-117590|TEC-PH-10004977|GE 30524EE4|1097.544
TITM|CA-2017-117590|FUR-FU-10003664|Electrix Architect's Clamp-On Swing Arm Lamp, Black|190.92
TITM|CA-2016-117415|OFF-EN-10002986|"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"|113.328
TITM|CA-2016-117415|FUR-BO-10002545|Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors|532.3992
TITM|CA-2016-117415|FUR-CH-10004218|Global Fabric Manager's Chair, Dark Gray|212.058
TITM|CA-2016-117415|TEC-PH-10000486|Plantronics HL10 Handset Lifter|371.168
TITM|CA-2018-120999|TEC-PH-10004093|Panasonic Kx-TS550|147.168
TITM|CA-2017-101343|OFF-ST-10003479|Eldon Base for stackable storage shelf, platinum|77.88
TITM|CA-2018-139619|OFF-ST-10003282|Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers|95.616
TITM|CA-2017-118255|TEC-AC-10000171|Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack|45.98
TITM|CA-2017-118255|OFF-BI-10003291|Wilson Jones Leather-Like Binders with DublLock Round Rings|17.46
TITM|CA-2015-146703|OFF-ST-10001713|Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black|211.96
TITM|CA-2017-169194|TEC-AC-10002167|Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive|45
TITM|CA-2017-169194|TEC-PH-10003988|LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite|21.8
TITM|CA-2016-115742|OFF-BI-10004410|C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack|38.22
TITM|CA-2016-115742|OFF-LA-10002762|Avery 485|75.18
TITM|CA-2016-115742|FUR-FU-10001706|Longer-Life Soft White Bulbs|6.16
TITM|CA-2016-115742|FUR-CH-10003061|Global Leather Task Chair, Black|89.99
TITM|CA-2017-105816|OFF-FA-10000304|Advantus Push Pins|15.26
TITM|CA-2017-105816|TEC-PH-10002447|AT&T CL83451 4-Handset Telephone|1029.95
TITM|CA-2017-111682|OFF-ST-10000604|Home/Office Personal File Carts|208.56
TITM|CA-2017-111682|OFF-PA-10001569|Xerox 232|32.4
TITM|CA-2017-111682|FUR-CH-10003968|Novimex Turbo Task Chair|319.41
TITM|CA-2017-111682|OFF-PA-10000587|Array Parchment Paper, Assorted Colors|14.56
TITM|CA-2017-111682|TEC-AC-10002167|Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive|30
TITM|CA-2017-111682|OFF-BI-10001460|Plastic Binding Combs|48.48
TITM|CA-2017-111682|OFF-AR-10001868|Prang Dustless Chalk Sticks|1.68
TITM|CA-2016-135545|TEC-AC-10004633|Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack|13.98
TITM|CA-2016-135545|OFF-BI-10001078|"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""|25.824
TITM|CA-2016-135545|OFF-PA-10003892|Xerox 1943|146.73
TITM|CA-2016-135545|FUR-FU-10000397|Luxo Economy Swing Arm Lamp|79.76
TITM|US-2016-164175|FUR-CH-10001146|Global Value Mid-Back Manager's Chair, Gray|213.115
TITM|CA-2015-106376|OFF-AR-10002671|Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige|1113.024
TITM|CA-2015-106376|TEC-PH-10002726|netTALK DUO VoIP Telephone Service|167.968
TITM|CA-2017-119823|OFF-PA-10000482|Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate|75.88
TITM|CA-2017-106075|OFF-BI-10004654|Avery Binding System Hidden Tab Executive Style Index Sets|4.616
TITM|CA-2018-114440|OFF-PA-10004675|"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""|19.05
TITM|US-2016-134026|FUR-CH-10000513|High-Back Leather Manager's Chair|831.936
TITM|US-2016-134026|FUR-FU-10003708|"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""|97.04
TITM|US-2016-134026|OFF-ST-10004123|Safco Industrial Wire Shelving System|72.784
TITM|US-2018-118038|OFF-BI-10004182|Economy Binders|1.248
TITM|US-2018-118038|FUR-FU-10000260|"6"" Cubicle Wall Clock, Black"|9.708
TITM|US-2018-118038|OFF-ST-10000615|SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h|27.24
TITM|US-2015-147606|FUR-FU-10003194|Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak|19.3
TITM|CA-2017-127208|OFF-AP-10002118|"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"|208.16
TITM|CA-2017-127208|OFF-BI-10002309|Avery Heavy-Duty EZD  Binder With Locking Rings|16.74
TITM|CA-2015-139451|OFF-AR-10002053|Premium Writing Pencils, Soft, #2 by Central Association for the Blind|14.9
TITM|CA-2015-139451|OFF-ST-10002370|Sortfiler Multipurpose Personal File Organizer, Black|21.39
TITM|CA-2016-149734|OFF-EN-10000927|Jet-Pak Recycled Peel 'N' Seal Padded Mailers|200.984
TITM|US-2018-119662|OFF-ST-10003656|Safco Industrial Wire Shelving|230.376
TITM|CA-2018-140088|FUR-CH-10000863|Novimex Swivel Fabric Task Chair|301.96
TITM|CA-2018-155558|TEC-AC-10001998|Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired|19.99
TITM|CA-2018-155558|OFF-LA-10000134|Avery 511|6.16
TITM|CA-2017-159695|OFF-ST-10003442|Eldon Portable Mobile Manager|158.368
TITM|CA-2017-109806|OFF-AR-10004930|Turquoise Lead Holder with Pocket Clip|20.1
TITM|CA-2017-109806|TEC-PH-10004093|Panasonic Kx-TS550|73.584
TITM|CA-2017-109806|OFF-PA-10000304|Xerox 1995|6.48
TITM|CA-2016-149587|OFF-PA-10003177|Xerox 1999|12.96
TITM|CA-2016-149587|FUR-FU-10003799|"Seth Thomas 13 1/2"" Wall Clock"|53.34
TITM|CA-2016-149587|OFF-BI-10002852|Ibico Standard Transparent Covers|32.96
TITM|US-2018-109484|OFF-BI-10004738|Flexible Leather- Look Classic Collection Ring Binder|5.682
TITM|CA-2018-161018|FUR-FU-10000629|9-3/4 Diameter Round Wall Clock|96.53
TITM|CA-2018-157833|OFF-BI-10001721|Trimflex Flexible Post Binders|51.312
TITM|CA-2017-149223|OFF-AP-10000358|Fellowes Basic Home/Office Series Surge Protectors|77.88
TITM|CA-2017-158568|OFF-PA-10003256|Avery Personal Creations Heavyweight Cards|64.624
TITM|CA-2017-158568|TEC-AC-10001767|SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card|95.976
TITM|CA-2017-158568|OFF-BI-10002609|Avery Hidden Tab Dividers for Binding Systems|1.788
TITM|CA-2017-129903|OFF-PA-10004040|Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)|23.92
TITM|US-2016-156867|TEC-AC-10001552|Logitech K350 2.4Ghz Wireless Keyboard|238.896
TITM|US-2016-156867|FUR-FU-10004006|Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting|102.36
TITM|US-2016-156867|OFF-BI-10002794|"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"|36.882
TITM|CA-2018-119004|TEC-AC-10003499|Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive|74.112
TITM|CA-2018-119004|TEC-PH-10002844|Speck Products Candyshell Flip Case|27.992
TITM|CA-2018-119004|OFF-AR-10000390|Newell Chalk Holder|3.304
TITM|CA-2016-129476|TEC-AC-10000844|Logitech Gaming G510s - Keyboard|339.96
TITM|CA-2018-146780|FUR-FU-10001934|Magnifier Swing Arm Lamp|41.96
TITM|CA-2017-128867|OFF-AR-10000380|Hunt PowerHouse Electric Pencil Sharpener, Blue|75.96
TITM|CA-2017-128867|OFF-BI-10003981|"Avery Durable Plastic 1"" Binders"|27.24
TITM|CA-2015-115259|OFF-FA-10000621|OIC Colored Binder Clips, Assorted Sizes|40.096
TITM|CA-2015-115259|OFF-EN-10002600|Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2|4.72
TITM|CA-2015-115259|OFF-PA-10004965|Xerox 1921|23.976
TITM|CA-2015-115259|OFF-EN-10002504|Tyvek  Top-Opening Peel & Seel Envelopes, Plain White|130.464
TITM|CA-2016-110457|FUR-TA-10001768|Hon Racetrack Conference Tables|787.53
TITM|US-2016-136476|OFF-BI-10003650|GBC DocuBind 300 Electric Binding Machine|157.794
TITM|CA-2017-103730|FUR-FU-10002157|Artistic Insta-Plaque|47.04
TITM|CA-2017-103730|OFF-BI-10003910|DXL Angle-View Binders with Locking Rings by Samsill|30.84
TITM|CA-2017-103730|OFF-ST-10000777|Companion Letter/Legal File, Black|226.56
TITM|CA-2017-103730|OFF-EN-10002500|Globe Weis Peel & Seel First Class Envelopes|115.02
TITM|CA-2017-103730|TEC-PH-10003875|KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7|68.04
TITM|US-2015-152030|FUR-CH-10004063|Global Deluxe High-Back Manager's Chair|600.558
TITM|US-2015-134614|FUR-TA-10004534|Bevis 44 x 96 Conference Tables|617.7
TITM|US-2018-107272|OFF-BI-10003274|Avery Durable Slant Ring Binders, No Labels|2.388
TITM|US-2018-107272|OFF-ST-10002974|Trav-L-File Heavy-Duty Shuttle II, Black|243.992
TITM|US-2017-125969|FUR-CH-10001146|Global Task Chair, Black|81.424
TITM|US-2017-125969|FUR-FU-10003773|Eldon Cleatmat Plus Chair Mats for High Pile Carpets|238.56
TITM|US-2018-164147|TEC-PH-10002293|Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5|59.97
TITM|US-2018-164147|OFF-PA-10002377|Xerox 1916|78.304
TITM|US-2018-164147|OFF-FA-10002780|Staples|21.456
TITM|CA-2017-145583|OFF-PA-10001804|Xerox 195|20.04
TITM|CA-2017-145583|OFF-PA-10001736|Xerox 1880|35.44
TITM|CA-2017-145583|OFF-AR-10001149|Sanford Colorific Colored Pencils, 12/Box|11.52
TITM|CA-2017-145583|OFF-FA-10002988|Ideal Clamps|4.02
TITM|CA-2017-145583|OFF-BI-10004781|GBC Wire Binding Strips|76.176
TITM|CA-2017-145583|OFF-SU-10001218|Fiskars Softgrip Scissors|65.88
TITM|CA-2017-145583|FUR-FU-10001706|Longer-Life Soft White Bulbs|43.12
TITM|CA-2017-110366|FUR-FU-10004848|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"|82.8
TITM|CA-2018-106180|OFF-AR-10000940|Newell 343|8.82
TITM|CA-2018-106180|OFF-EN-10004030|Convenience Packs of Business Envelopes|10.86
TITM|CA-2018-106180|OFF-PA-10004327|Xerox 1911|143.7
TITM|CA-2018-155376|OFF-AP-10001058|Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators|839.43
TITM|CA-2016-110744|OFF-ST-10003656|Safco Industrial Wire Shelving|671.93
TITM|CA-2015-110072|FUR-FU-10000521|"Seth Thomas 14"" Putty-Colored Wall Clock"|93.888
TITM|CA-2017-114489|TEC-PH-10000215|Plantronics Cordless Phone Headset with In-line Volume - M214C|384.45
TITM|CA-2017-114489|TEC-PH-10001448|Anker Astro 15000mAh USB Portable Charger|149.97
TITM|CA-2017-114489|FUR-CH-10000454|Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back|1951.84
TITM|CA-2017-114489|OFF-BI-10002735|GBC Prestige Therm-A-Bind Covers|171.55
TITM|CA-2017-158834|OFF-AP-10000326|Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection|157.92
TITM|CA-2017-158834|TEC-PH-10001254|Jabra BIZ 2300 Duo QD Duo Corded Headset|203.184
TITM|CA-2016-124919|OFF-PA-10001950|Southworth 25% Cotton Antique Laid Paper & Envelopes|58.38
TITM|CA-2016-124919|OFF-PA-10002254|Xerox 1883|105.52
TITM|CA-2016-124919|OFF-ST-10001590|Tenex Personal Project File with Scoop Front Design, Black|80.88
TITM|CA-2016-118948|OFF-AR-10001547|Newell 311|6.63
TITM|CA-2015-104269|FUR-CH-10004063|Global Deluxe High-Back Manager's Chair|457.568
TITM|CA-2017-114104|OFF-LA-10002475|Avery 519|14.62
TITM|CA-2017-114104|TEC-PH-10004536|Avaya 5420 Digital phone|944.93
TITM|CA-2017-162733|OFF-PA-10002751|Xerox 1920|5.98
TITM|CA-2016-119697|TEC-AC-10003657|Lenovo 17-Key USB Numeric Keypad|54.384
TITM|CA-2017-154508|OFF-EN-10001990|Staple envelope|28.4
TITM|CA-2017-113817|OFF-BI-10004002|Wilson Jones International Size A4 Ring Binders|27.68
TITM|CA-2015-139892|OFF-AR-10004441|BIC Brite Liner Highlighters|9.936
TITM|CA-2015-139892|TEC-MA-10000822|Lexmark MX611dhe Monochrome Laser Printer|8159.952
TITM|CA-2015-139892|OFF-ST-10000991|Space Solutions HD Industrial Steel Shelving.|275.928
TITM|CA-2015-139892|FUR-CH-10004287|SAFCO Arco Folding Chair|1740.06
TITM|CA-2015-139892|OFF-AR-10002656|Sanford Liquid Accent Highlighters|32.064
TITM|CA-2015-139892|OFF-AP-10002518|Kensington 7 Outlet MasterPiece Power Center|177.98
TITM|CA-2015-139892|TEC-PH-10003931|JBL Micro Wireless Portable Bluetooth Speaker|143.976
TITM|CA-2015-118962|OFF-PA-10000659|Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”|20.94
TITM|CA-2015-118962|OFF-PA-10001144|Xerox 1913|110.96
TITM|CA-2015-118962|FUR-CH-10003817|Global Value Steno Chair, Gray|340.144
TITM|US-2015-100853|OFF-AP-10000891|Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center|52.448
TITM|US-2015-100853|OFF-LA-10003148|Avery 51|20.16
TITM|US-2018-152366|OFF-AP-10002684|Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection|97.264
TITM|US-2016-101511|FUR-CH-10004698|Padded Folding Chairs, Black, 4/Carton|396.802
TITM|US-2016-101511|OFF-SU-10002189|Acme Rosewood Handle Letter Opener|15.88
TITM|CA-2016-137225|OFF-AR-10001940|Sanford Colorific Eraseable Coloring Pencils, 12 Count|3.28
TITM|CA-2015-166191|OFF-ST-10003455|Tenex File Box, Personal Filing Tote with Lid, Black|24.816
TITM|CA-2015-166191|TEC-AC-10004659|Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB|408.744
TITM|CA-2015-158274|TEC-PH-10003273|AT&T TR1909W|503.96
TITM|CA-2015-158274|TEC-PH-10004896|Nokia Lumia 521 (T-Mobile)|149.95
TITM|CA-2015-158274|TEC-AC-10002345|HP Standard 104 key PS/2 Keyboard|29
TITM|CA-2017-105018|OFF-BI-10001890|Avery Poly Binder Pockets|7.16
TITM|CA-2015-123260|TEC-AC-10002323|SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card|176.8
TITM|CA-2017-157000|OFF-ST-10001328|Personal Filing Tote with Lid, Black/Gray|37.224
TITM|CA-2017-157000|OFF-PA-10001950|Southworth 25% Cotton Antique Laid Paper & Envelopes|20.016
TITM|CA-2016-102281|FUR-BO-10002613|Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors|899.136
TITM|CA-2016-102281|TEC-PH-10001552|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink|71.76
TITM|CA-2016-102281|OFF-PA-10000061|Xerox 205|51.84
TITM|CA-2016-102281|FUR-BO-10002545|Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors|626.352
TITM|CA-2016-102281|OFF-AR-10003514|4009 Highlighters by Sanford|19.9
TITM|CA-2016-131457|OFF-EN-10001509|Poly String Tie Envelopes|14.28
TITM|CA-2015-140004|OFF-AR-10004685|Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set|7.408
TITM|CA-2015-140004|OFF-AR-10004027|Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box|6.048
TITM|CA-2018-107720|OFF-ST-10001414|Decoflex Hanging Personal Folder File|46.26
TITM|US-2018-124303|OFF-BI-10000343|"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"|2.946
TITM|US-2018-124303|OFF-PA-10002749|Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page|16.056
TITM|CA-2018-105074|OFF-PA-10002666|Southworth 25% Cotton Linen-Finish Paper & Envelopes|21.744
TITM|CA-2015-133690|FUR-TA-10004289|BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables|218.75
TITM|CA-2015-133690|OFF-AP-10003622|Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack|2.6
TITM|US-2018-116701|OFF-AP-10003217|Eureka Sanitaire  Commercial Upright|66.284
TITM|CA-2018-126382|FUR-FU-10002960|Eldon 200 Class Desk Accessories, Burgundy|35.168
TITM|CA-2018-108329|TEC-PH-10001918|Nortel Business Series Terminal T7208 Digital phone|444.768
TITM|CA-2018-135860|OFF-ST-10000642|Tennsco Lockers, Gray|83.92
TITM|CA-2018-135860|TEC-PH-10001700|Panasonic KX-TG6844B Expandable Digital Cordless Telephone|131.98
TITM|CA-2018-135860|OFF-BI-10003274|Avery Durable Slant Ring Binders, No Labels|15.92
TITM|CA-2018-135860|OFF-FA-10000134|Advantus Push Pins, Aluminum Head|52.29
TITM|CA-2018-135860|OFF-ST-10001522|Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h|91.99
TITM|CA-2016-101007|TEC-AC-10001266|Memorex Micro Travel Drive 8 GB|20.8
TITM|CA-2016-146262|OFF-LA-10004544|Avery 505|23.68
TITM|CA-2016-146262|FUR-BO-10004695|O'Sullivan 2-Door Barrister Bookcase in Odessa Pine|452.45
TITM|CA-2016-146262|TEC-PH-10002844|Speck Products Candyshell Flip Case|62.982
TITM|CA-2016-146262|TEC-MA-10000864|Cisco 9971 IP Video Phone Charcoal|1188
TITM|CA-2016-146262|TEC-AC-10000109|Sony Micro Vault Click 16 GB USB 2.0 Flash Drive|89.584
TITM|CA-2017-130162|OFF-ST-10001328|Personal Filing Tote with Lid, Black/Gray|93.06
TITM|CA-2017-130162|TEC-PH-10002563|Adtran 1202752G1|302.376
TITM|CA-2016-169397|OFF-FA-10000585|OIC Bulk Pack Metal Binder Clips|5.584
TITM|CA-2016-169397|OFF-PA-10004000|While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle|22.704
TITM|CA-2016-169397|OFF-BI-10002852|Ibico Standard Transparent Covers|19.776
TITM|CA-2016-169397|FUR-FU-10000087|"Executive Impressions 14"" Two-Color Numerals Wall Clock"|72.704
TITM|CA-2016-169397|TEC-MA-10001148|Swingline SM12-08 MicroCut Jam Free Shredder|479.988
TITM|CA-2016-169397|OFF-AR-10001958|Stanley Bostitch Contemporary Electric Pencil Sharpeners|27.168
TITM|CA-2016-163055|OFF-AR-10001026|Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow|2.2
TITM|CA-2016-163055|FUR-TA-10003748|Bevis 36 x 72 Conference Tables|622.45
TITM|CA-2016-163055|OFF-ST-10002485|Rogers Deluxe File Chest|21.98
TITM|US-2016-145436|FUR-CH-10004860|Global Low Back Tilter Chair|161.568
TITM|US-2016-145436|FUR-CH-10004477|Global Push Button Manager's Chair, Indigo|389.696
TITM|US-2015-156216|OFF-BI-10001679|GBC Instant Index System for Binding Systems|18.648
TITM|US-2018-100930|FUR-TA-10001705|Bush Advantage Collection Round Conference Table|233.86
TITM|US-2018-100930|FUR-TA-10003473|Bretford Rectangular Conference Table Tops|620.6145
TITM|US-2018-100930|OFF-BI-10001679|GBC Instant Index System for Binding Systems|5.328
TITM|US-2018-100930|FUR-FU-10004017|"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""|258.072
TITM|US-2018-100930|TEC-AC-10003832|Logitech P710e Mobile Speakerphone|617.976
TITM|CA-2018-160514|OFF-PA-10002479|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|10.56
TITM|CA-2017-157749|OFF-PA-10003349|Xerox 1957|25.92
TITM|CA-2017-157749|FUR-FU-10000576|Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base|419.68
TITM|CA-2017-157749|FUR-FU-10004351|Staple-based wall hangings|11.688
TITM|CA-2017-157749|TEC-PH-10000011|PureGear Roll-On Screen Protector|31.984
TITM|CA-2017-157749|FUR-TA-10002607|KI Conference Tables|177.225
TITM|CA-2017-157749|FUR-FU-10002505|Eldon 100 Class Desk Accessories|4.044
TITM|CA-2017-157749|OFF-AR-10004685|Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set|7.408
TITM|CA-2015-131926|FUR-CH-10004063|Global Deluxe High-Back Manager's Chair|2001.86
TITM|CA-2015-131926|OFF-ST-10002276|Safco Steel Mobile File Cart|166.72
TITM|CA-2015-131926|OFF-PA-10004082|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book|47.88
TITM|CA-2015-131926|OFF-AP-10002945|Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room|1503.25
TITM|CA-2015-131926|OFF-PA-10000061|Xerox 205|25.92
TITM|CA-2017-154739|FUR-CH-10002965|Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black|321.568
TITM|CA-2017-145625|OFF-PA-10004569|"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"|7.61
TITM|CA-2017-145625|TEC-AC-10003832|Logitech P710e Mobile Speakerphone|3347.37
TITM|CA-2017-146941|OFF-ST-10001228|Fellowes Personal Hanging Folder Files, Navy|80.58
TITM|CA-2017-146941|OFF-EN-10003296|Tyvek Side-Opening Peel & Seel Expanding Envelopes|361.92
TITM|US-2016-159982|FUR-FU-10002505|Eldon 100 Class Desk Accessories|12.132
TITM|US-2016-159982|OFF-ST-10004804|"Belkin 19"" Vented Equipment Shelf, Black"|82.368
TITM|US-2016-159982|OFF-ST-10001590|Tenex Personal Project File with Scoop Front Design, Black|53.92
TITM|US-2016-159982|TEC-PH-10001580|Logitech Mobile Speakerphone P710e - speaker phone|647.904
TITM|CA-2018-163139|TEC-AC-10000290|Sabrent 4-Port USB 2.0 Hub|20.37
TITM|CA-2018-163139|OFF-ST-10002790|Safco Industrial Shelving|221.55
TITM|CA-2018-163139|OFF-BI-10003460|Acco 3-Hole Punch|17.52
TITM|US-2018-155299|OFF-AP-10002203|Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac|1.624
TITM|US-2015-106992|TEC-MA-10000822|Lexmark MX611dhe Monochrome Laser Printer|3059.982
TITM|US-2015-106992|TEC-MA-10003353|Xerox WorkCentre 6505DN Laser Multifunction Printer|2519.958
TITM|CA-2017-125318|TEC-PH-10001433|Cisco Small Business SPA 502G VoIP phone|328.224
TITM|CA-2016-155040|TEC-AC-10004469|Microsoft Sculpt Comfort Mouse|79.9
TITM|CA-2018-136826|OFF-AR-10003602|Quartet Omega Colored Chalk, 12/Pack|14.016
TITM|CA-2017-111010|OFF-FA-10003472|Bagged Rubber Bands|7.56
TITM|US-2018-145366|OFF-ST-10004180|Safco Commercial Shelving|37.208
TITM|US-2018-145366|OFF-EN-10004386|Recycled Interoffice Envelopes with String and Button Closure, 10 x 13|57.576
TITM|CA-2018-163979|OFF-ST-10003208|Adjustable Depth Letter/Legal Cart|725.84
TITM|CA-2016-155334|TEC-AC-10003628|Logitech 910-002974 M325 Wireless Mouse for Web Scrolling|209.93
TITM|CA-2016-155334|FUR-FU-10003274|Regeneration Desk Collection|5.28
TITM|CA-2016-155334|OFF-BI-10002557|Presstex Flexible Ring Binders|10.92
TITM|CA-2018-118136|OFF-PA-10002615|"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"|8.82
TITM|CA-2018-118136|OFF-AR-10001427|Newell 330|5.98
TITM|CA-2018-132976|OFF-PA-10000673|Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad|11.648
