THDR|CA-2016-163055|08/09/2016|646.63
THDR|US-2016-145436|28/02/2016|551.264
THDR|US-2015-156216|13/09/2015|18.648
THDR|US-2018-100930|04/07/2018|1735.8505
THDR|CA-2018-160514|11/12/2018|10.56
THDR|CA-2017-157749|06/04/2017|677.949
THDR|CA-2015-131926|06/01/2015|3745.63
THDR|CA-2017-154739|12/10/2017|321.568
THDR|CA-2017-145625|09/11/2017|3354.98
THDR|CA-2017-146941|12/10/2017|442.5
THDR|US-2016-159982|28/11/2016|796.324
THDR|CA-2018-163139|12/01/2018|259.44
THDR|US-2018-155299|06/08/2018|1.624
THDR|US-2015-106992|19/09/2015|5579.94
THDR|CA-2017-125318|06/06/2017|328.224
THDR|CA-2016-155040|11/10/2016|79.9
THDR|CA-2018-136826|16/06/2018|14.016
THDR|CA-2017-111010|22/01/2017|7.56
THDR|US-2018-145366|12/09/2018|94.784
THDR|CA-2018-163979|28/12/2018|725.84
THDR|CA-2016-155334|30/07/2016|226.13
THDR|CA-2018-118136|16/09/2018|14.8
THDR|CA-2018-132976|13/10/2018|114.376
THDR|US-2016-161991|26/09/2016|1116.48
THDR|CA-2016-130890|11/02/2016|1038.84
THDR|CA-2016-130883|26/09/2016|412.664
THDR|CA-2017-112697|18/12/2017|1410.066
THDR|CA-2017-110772|20/11/2017|380.546
THDR|CA-2015-111451|26/12/2015|855.272
THDR|CA-2017-142545|28/10/2017|1263.67
THDR|US-2018-152380|19/11/2018|219.075
THDR|CA-2016-144253|05/04/2016|26.8
THDR|CA-2015-130960|30/12/2015|9.84
THDR|CA-2015-111003|06/01/2015|334.68
THDR|CA-2018-126774|15/04/2018|4.89
THDR|CA-2017-142902|09/12/2017|503.4
THDR|CA-2015-120887|27/09/2015|87.54
THDR|CA-2015-167850|08/09/2015|193.936
THDR|CA-2015-164259|28/12/2015|99.136
THDR|CA-2015-164973|11/04/2015|4807.372
THDR|CA-2015-156601|19/09/2015|7.16
THDR|CA-2017-162138|23/04/2017|351.51
THDR|CA-2018-153339|11/03/2018|15.992
THDR|US-2017-141544|30/08/2017|1269.87
THDR|US-2017-150147|25/04/2017|108.42
THDR|CA-2016-137946|09/01/2016|979.104
THDR|CA-2015-129924|07/12/2015|706.064
THDR|CA-2016-128167|22/06/2016|4.96
THDR|CA-2015-122336|13/04/2015|630.746
THDR|US-2016-120712|20/12/2016|88.8
THDR|CA-2018-169901|15/06/2018|47.976
THDR|CA-2018-134306|07/08/2018|45.08
THDR|CA-2017-129714|09/01/2017|4438.686
THDR|CA-2017-138520|04/08/2017|448.404
THDR|CA-2017-130001|23/04/2017|36.24
THDR|CA-2018-155698|03/08/2018|668.54
THDR|CA-2018-144904|25/09/2018|562.026
THDR|CA-2015-123344|24/09/2015|211.96
THDR|CA-2017-155516|21/10/2017|1179.27
THDR|CA-2018-104745|29/05/2018|79.344
THDR|US-2015-119137|23/07/2015|1520.376
THDR|US-2017-134656|28/09/2017|99.136
THDR|US-2018-134481|27/08/2018|1488.424
THDR|CA-2016-130792|28/04/2016|44.66
THDR|CA-2017-134775|28/10/2017|100.496
THDR|CA-2016-125395|26/06/2016|41.9
THDR|US-2016-168935|27/11/2016|459.4335
THDR|CA-2016-122756|12/03/2016|485.3
THDR|CA-2015-115973|24/11/2015|2.624
THDR|CA-2018-101798|12/11/2018|63.34
THDR|US-2015-135972|21/09/2015|2046.354
THDR|US-2015-134971|06/07/2015|12.462
THDR|CA-2018-102946|30/06/2018|75.792
THDR|CA-2018-165603|17/10/2018|62.92
THDR|CA-2016-122259|31/10/2016|70.12
THDR|CA-2017-108987|09/08/2017|2620.9376
THDR|CA-2015-113166|24/12/2015|9.568
THDR|CA-2015-155208|16/04/2015|39.072
THDR|CA-2018-117933|24/12/2018|35.91
THDR|CA-2018-117457|12/08/2018|3955.507
THDR|CA-2018-142636|11/03/2018|446.996
THDR|CA-2018-122105|24/06/2018|95.92
THDR|CA-2017-148796|14/04/2017|383.8
THDR|CA-2018-154816|11/06/2018|5.78
THDR|CA-2018-110478|03/04/2018|24.57
THDR|CA-2015-142048|22/06/2015|196.752
THDR|CA-2018-125388|19/10/2018|89.26
THDR|CA-2018-155705|21/08/2018|866.4
THDR|CA-2018-149160|23/11/2018|316.32
THDR|CA-2015-101476|09/12/2015|69.99
THDR|CA-2018-152275|10/01/2018|6.672
THDR|US-2017-123750|15/04/2017|895.06
THDR|CA-2017-127369|06/06/2017|714.3
THDR|US-2015-150574|19/12/2015|252.612
THDR|CA-2017-147375|06/12/2017|1321.467
THDR|CA-2018-130043|15/09/2018|31.872
THDR|CA-2018-157252|20/01/2018|207.846
THDR|CA-2017-115756|09/05/2017|634.46
THDR|CA-2018-154214|20/03/2018|2.91
THDR|CA-2017-166674|04/01/2017|560.78
THDR|CA-2018-147277|20/10/2018|949.772
THDR|CA-2017-100153|13/12/2017|63.88
THDR|US-2015-110674|02/12/2015|129.568
THDR|US-2017-157945|26/09/2017|756.486
THDR|CA-2016-109638|15/12/2016|1055.142
THDR|CA-2017-109869|22/04/2017|1588.323
THDR|US-2016-101399|17/01/2016|254.744
THDR|CA-2018-154907|31/03/2018|205.3328
THDR|US-2017-100419|16/12/2017|4.788
THDR|CA-2016-154144|20/12/2016|55.48
THDR|CA-2015-144666|11/09/2015|1517.574
THDR|CA-2017-103891|07/12/2017|95.76
THDR|CA-2017-152632|27/10/2017|40.2
THDR|CA-2017-100790|26/06/2017|718.95
THDR|CA-2015-134677|10/06/2015|9.09
THDR|CA-2015-127691|22/07/2015|165.94
THDR|CA-2018-140963|06/10/2018|823.725
THDR|CA-2015-154627|29/10/2015|2735.952
THDR|CA-2015-133753|06/09/2015|142.344
THDR|CA-2015-113362|14/09/2015|460.22
THDR|CA-2017-169166|05/09/2017|93.98
THDR|US-2017-120929|18/03/2017|189.882
THDR|CA-2016-134782|27/12/2016|105.42
THDR|CA-2017-126158|25/07/2017|686.244
THDR|US-2017-105578|30/05/2017|874.308
THDR|CA-2018-134978|11/12/2018|15.92
THDR|CA-2016-145352|16/03/2016|6412.77
THDR|CA-2018-135307|26/11/2018|164.34
THDR|CA-2017-106341|20/10/2017|7.152
THDR|CA-2018-163405|21/12/2018|12.51
THDR|CA-2018-127432|22/01/2018|4189.38
THDR|CA-2016-157812|22/03/2016|162.072
THDR|CA-2018-145142|23/01/2018|210.98
THDR|US-2017-139486|21/05/2017|121.436
THDR|CA-2016-158792|26/12/2016|22.2
THDR|CA-2018-113558|21/10/2018|729.648
THDR|US-2016-138303|09/03/2016|755.096
THDR|CA-2016-102848|11/07/2016|190.72
THDR|US-2018-129441|09/07/2018|47.94
THDR|CA-2017-168753|29/05/2017|1002.7
THDR|CA-2017-126613|07/10/2017|16.768
THDR|US-2018-122637|09/03/2018|42.616
THDR|CA-2016-147851|12/03/2016|10.752
THDR|CA-2016-134894|12/07/2016|436.86
THDR|CA-2015-140795|02/01/2015|468.9
THDR|CA-2017-136924|14/07/2017|380.864
THDR|US-2016-120161|18/12/2016|646.776
THDR|CA-2015-103849|05/11/2015|225.016
THDR|CA-2018-162929|19/11/2018|54.64
THDR|CA-2016-113173|15/11/2016|270.356
THDR|CA-2017-136406|15/04/2017|1121.568
THDR|CA-2018-112774|09/11/2018|34.504
THDR|CA-2018-101945|24/11/2018|10.824
THDR|CA-2018-100650|29/06/2018|1295.78
THDR|CA-2015-155852|03/03/2015|19.456
THDR|CA-2017-113243|06/10/2017|1388.78
THDR|CA-2018-118731|20/11/2018|126.656
THDR|CA-2015-145576|14/09/2015|26.128
THDR|CA-2016-130736|12/07/2016|6.57
THDR|CA-2018-137099|12/07/2018|374.376
THDR|CA-2018-156951|10/01/2018|643.52
THDR|CA-2018-164826|28/12/2018|134.524
THDR|CA-2017-127250|11/03/2017|8.82
THDR|CA-2016-149713|18/09/2016|187.94
THDR|CA-2018-118640|20/07/2018|78.504
THDR|CA-2016-132906|09/10/2016|51.52
THDR|CA-2018-145233|12/01/2018|1020.263
THDR|CA-2016-128139|07/03/2016|365.91
THDR|US-2017-156986|20/03/2017|132.709
THDR|CA-2015-135405|01/09/2015|40.544
THDR|CA-2015-131450|08/08/2015|2049.816
THDR|CA-2017-120180|14/07/2017|11.632
THDR|US-2017-100720|16/07/2017|644.198
THDR|CA-2015-149958|15/03/2015|370.782
THDR|US-2015-105767|23/05/2015|79.638
THDR|CA-2017-161816|28/04/2017|385.288
THDR|CA-2017-121223|09/11/2017|737.394
THDR|CA-2018-138611|14/11/2018|123.588
THDR|CA-2018-117947|18/08/2018|283.774
THDR|US-2015-111171|26/12/2015|8.69
THDR|CA-2016-138009|29/11/2016|1542.47
THDR|CA-2018-163020|15/09/2018|35.56
THDR|CA-2018-153787|19/05/2018|97.16
THDR|CA-2018-133431|17/12/2018|28.47
THDR|US-2017-135720|12/11/2017|663.952
THDR|CA-2018-144694|24/09/2018|253.824
THDR|CA-2016-168004|10/04/2016|392.94
THDR|US-2017-123470|15/08/2017|141.21
THDR|CA-2017-115917|20/05/2017|1064.624
THDR|CA-2017-147067|18/12/2017|18.84
THDR|CA-2018-167913|30/07/2018|356.65
THDR|CA-2018-106103|06/10/2018|132.52
THDR|US-2018-127719|21/07/2018|6.48
THDR|CA-2018-126221|30/12/2018|209.3
THDR|CA-2017-103947|04/01/2017|61.704
THDR|CA-2017-160745|12/11/2017|633.176
THDR|CA-2017-132661|23/10/2017|379.4
THDR|CA-2018-140844|19/06/2018|200.94
THDR|CA-2017-137239|22/08/2017|251.158
THDR|US-2017-156097|19/09/2017|703.68
THDR|CA-2016-146563|24/08/2016|2645.021
THDR|CA-2017-123666|26/03/2017|459.95
THDR|CA-2017-143308|11/04/2017|10.74
THDR|CA-2018-132682|06/08/2018|490.392
THDR|CA-2015-156314|24/12/2015|30.36
THDR|US-2018-106663|06/09/2018|169.253
THDR|CA-2018-111178|15/06/2018|19.56
THDR|CA-2018-130351|12/05/2018|199.73
THDR|US-2018-119438|18/03/2018|296.022
THDR|CA-2017-164511|19/11/2017|147.912
THDR|US-2018-168116|11/04/2018|8167.42
THDR|CA-2015-157784|07/05/2015|514.03
THDR|CA-2018-161480|25/12/2018|191.984
THDR|US-2015-117135|21/06/2015|425.67
THDR|CA-2016-131534|28/03/2016|199.64
THDR|CA-2016-119291|14/05/2016|570.492
THDR|CA-2018-114552|09/02/2018|15.072
THDR|CA-2017-163755|11/04/2017|209.88
THDR|CA-2016-142027|04/09/2016|369.912
THDR|CA-2015-138527|09/12/2015|192.424
THDR|CA-2015-112158|12/02/2015|1050.6
THDR|CA-2015-113887|04/05/2015|55.48
THDR|CA-2018-146136|09/03/2018|24.448
THDR|US-2018-100048|19/05/2018|889.29
THDR|CA-2015-153150|07/01/2015|19.92
THDR|CA-2015-130092|01/11/2015|9.94
THDR|CA-2018-108910|24/09/2018|103.056
THDR|CA-2015-104472|06/02/2015|133.128
THDR|CA-2017-112942|13/02/2017|146.82
THDR|CA-2017-142335|15/12/2017|1949.31
THDR|CA-2015-117429|10/07/2015|129.92
THDR|CA-2017-114713|07/07/2017|45.584
THDR|CA-2018-144113|16/09/2018|73.56
THDR|US-2017-150861|12/03/2017|1165.328
THDR|CA-2018-131954|21/01/2018|654.242
THDR|CA-2015-132500|09/08/2015|49.98
THDR|CA-2015-112326|01/04/2015|288.06
THDR|US-2017-146710|27/08/2017|114.84
THDR|CA-2015-124429|27/05/2015|926.44
THDR|CA-2017-150889|20/03/2017|11.992
THDR|CA-2018-126074|10/02/2018|275.65
THDR|CA-2017-110499|04/07/2017|1199.976
THDR|CA-2016-135272|12/07/2016|79.92
THDR|CA-2017-140928|18/09/2017|383.438
THDR|CA-2015-106803|29/12/2015|144.36
THDR|CA-2018-117240|23/07/2018|13.128
THDR|CA-2018-133333|18/09/2018|22.72
THDR|CA-2016-112319|31/08/2016|58.32
THDR|CA-2018-126046|11/03/2018|12.39
THDR|CA-2016-114923|02/08/2016|107.982
THDR|CA-2015-162775|13/01/2015|1287.26
THDR|CA-2015-106810|14/05/2015|310.88
THDR|CA-2017-157245|19/05/2017|641.96
THDR|CA-2018-104220|30/01/2018|340.22
THDR|CA-2015-165974|29/06/2015|32.76
THDR|CA-2016-144267|21/08/2016|632.148
THDR|US-2016-157014|10/03/2016|139.544
THDR|CA-2016-154921|23/05/2016|186.69
THDR|CA-2018-129567|17/03/2018|17.456
THDR|CA-2016-154620|12/12/2016|348.928
THDR|CA-2016-115938|26/06/2016|535.36
THDR|CA-2017-105256|20/05/2017|1363.96
THDR|CA-2015-156433|20/09/2015|31.68
THDR|CA-2018-151428|21/09/2018|20.16
THDR|CA-2016-124653|24/12/2016|167.31
THDR|CA-2016-101910|27/11/2016|283.92
THDR|CA-2018-105809|20/02/2018|238.198
THDR|CA-2017-136133|18/08/2017|355.32
THDR|CA-2017-115504|03/12/2017|12.96
THDR|CA-2018-135783|22/04/2018|18.28
THDR|CA-2015-134313|11/01/2015|2027.144
THDR|CA-2016-140921|02/03/2016|178.37
THDR|CA-2015-151995|13/10/2015|1549.77
THDR|CA-2018-143686|14/05/2018|1418.21
THDR|CA-2016-106565|20/03/2016|51.84
THDR|CA-2017-149370|15/09/2017|5.344
THDR|CA-2015-140858|28/06/2015|1639.711
THDR|CA-2018-101434|20/06/2018|249.79
THDR|US-2015-102071|05/09/2015|235.77
THDR|CA-2018-126956|21/08/2018|87.52
THDR|CA-2018-129462|16/06/2018|740.59
THDR|CA-2017-165316|23/07/2017|324.387
THDR|US-2015-115987|09/08/2015|51.184
THDR|US-2018-156083|11/04/2018|9.664
THDR|US-2017-137547|03/07/2017|21.072
THDR|CA-2016-100454|20/11/2016|258.018
THDR|CA-2017-161669|11/07/2017|90.396
THDR|CA-2016-114300|13/10/2016|371.66
THDR|CA-2018-107503|01/01/2018|48.896
THDR|CA-2015-107755|02/07/2015|115.36
THDR|CA-2017-152534|20/06/2017|44.04
THDR|CA-2017-113747|28/05/2017|185.88
THDR|CA-2017-123274|19/02/2017|287.4
THDR|CA-2015-125612|08/03/2015|163.62
THDR|CA-2018-161984|04/10/2018|14.77
THDR|CA-2015-133851|06/09/2015|30.46
THDR|CA-2017-134474|01/05/2017|255.904
THDR|CA-2015-149020|01/10/2015|54.83
THDR|CA-2017-134362|29/09/2017|15.936
THDR|CA-2015-136742|04/06/2015|44.91
THDR|CA-2017-158099|09/03/2017|1422.252
THDR|CA-2016-131128|19/10/2016|34.44
THDR|CA-2015-148488|12/10/2015|117.704
THDR|CA-2018-114636|25/08/2018|192.16
THDR|CA-2017-116736|17/01/2017|724.55
THDR|US-2015-158638|17/09/2015|5.892
THDR|CA-2018-111689|30/11/2018|1311.372
THDR|CA-2016-129098|10/09/2016|30.84
THDR|US-2018-123463|23/12/2018|13.48
THDR|CA-2017-165148|22/10/2017|31.4
THDR|CA-2015-134061|29/04/2015|17.46
THDR|CA-2016-143602|25/04/2016|13.944
THDR|CA-2018-115364|26/06/2018|83.76
THDR|CA-2018-150707|14/10/2018|37.66
THDR|CA-2015-104976|12/09/2015|34.68
THDR|CA-2018-132934|20/06/2018|201.262
THDR|CA-2018-133256|26/06/2018|564.38
THDR|CA-2017-105494|11/10/2017|225.828
THDR|CA-2017-140634|10/03/2017|15.648
THDR|CA-2015-144407|09/09/2015|103.6
THDR|CA-2018-160983|29/10/2018|46.96
THDR|US-2017-114622|04/10/2017|8.904
THDR|CA-2018-150959|11/11/2018|28.776
THDR|CA-2018-132353|15/09/2018|323.976
THDR|CA-2017-130477|04/08/2017|97.96
THDR|CA-2018-143259|30/12/2018|466.842
THDR|CA-2018-137596|09/02/2018|3480.96
THDR|CA-2016-133627|31/05/2016|22.2
THDR|CA-2018-102519|27/11/2018|190.67
THDR|US-2015-141215|15/06/2015|906.43
THDR|CA-2017-165218|03/05/2017|162.344
THDR|CA-2015-138296|12/05/2015|24.56
THDR|CA-2016-111164|04/11/2016|513.73
THDR|CA-2017-149797|15/09/2017|841.568
THDR|CA-2015-132962|13/09/2015|267.552
THDR|CA-2016-115091|10/05/2016|75.04
THDR|CA-2018-144932|14/04/2018|118.32
THDR|CA-2018-114216|09/02/2018|12.192
THDR|CA-2017-140081|20/06/2017|538.022
THDR|US-2018-111745|11/05/2018|159.99
THDR|CA-2016-148250|13/12/2016|147.44
THDR|CA-2017-105760|19/06/2017|17.12
THDR|CA-2017-142958|13/12/2017|1120.368
THDR|CA-2016-120880|29/05/2016|740.73
THDR|US-2016-140200|26/07/2016|393.165
THDR|US-2018-110576|28/11/2018|3629.936
THDR|CA-2018-131156|04/03/2018|25.472
THDR|CA-2018-136539|28/12/2018|106.0208
THDR|CA-2018-119305|30/11/2018|173.8
THDR|CA-2018-102414|15/05/2018|49.896
THDR|CA-2016-112571|22/09/2016|204.6
THDR|CA-2018-152142|14/11/2018|321.568
THDR|CA-2016-160059|27/11/2016|6.24
THDR|CA-2017-120859|09/01/2017|21.88
THDR|CA-2015-127488|22/09/2015|4.608
THDR|CA-2018-135279|04/09/2018|760.8
THDR|CA-2015-115791|16/01/2015|299.964
THDR|US-2018-103247|10/05/2018|236.722
THDR|US-2018-100209|07/09/2018|1.08
THDR|CA-2018-159366|01/07/2018|3059.982
THDR|CA-2017-145499|30/05/2017|3.282
THDR|CA-2016-157035|12/09/2016|34.02
THDR|CA-2017-144939|10/03/2017|599.292
THDR|CA-2015-163419|11/11/2015|1167.296
THDR|CA-2018-100314|29/09/2018|372.446
THDR|CA-2016-146829|03/10/2016|1.112
THDR|CA-2018-167899|21/05/2018|538.02
THDR|CA-2016-153549|29/03/2016|1166.92
THDR|CA-2017-110023|09/09/2017|14.624
THDR|CA-2017-105585|26/08/2017|165.13
THDR|CA-2015-117639|21/05/2015|3333.9
THDR|CA-2016-162537|28/10/2016|104.51
THDR|CA-2017-155488|13/11/2017|44.02
THDR|CA-2016-124891|31/07/2016|3419.872
THDR|CA-2016-126445|27/08/2016|484.65
THDR|CA-2016-111199|13/11/2016|115.296
THDR|CA-2016-105312|11/06/2016|11.481
THDR|US-2018-106705|26/12/2018|44.75
THDR|CA-2018-135034|08/01/2018|95.984
THDR|CA-2015-158540|24/11/2015|151.72
THDR|CA-2018-118437|17/06/2018|169.28
THDR|US-2016-126214|21/12/2016|1717.97
THDR|CA-2016-133025|17/09/2016|32.4
THDR|CA-2016-108665|07/06/2016|896.38
THDR|CA-2016-124450|27/04/2016|2670.19
THDR|CA-2016-167269|16/06/2016|6.208
THDR|CA-2018-106964|17/12/2018|11.808
THDR|CA-2017-126529|01/11/2017|94.452
THDR|CA-2015-163552|07/11/2015|1368.62
THDR|CA-2017-109820|20/11/2017|32.751
THDR|CA-2017-113061|22/04/2017|86.62
THDR|CA-2016-127418|13/06/2016|36.624
THDR|CA-2018-121818|20/11/2018|52.696
THDR|CA-2017-127670|20/03/2017|697.16
THDR|CA-2017-102981|09/06/2017|754.212
THDR|CA-2018-115651|07/09/2018|67.304
THDR|CA-2018-152702|10/12/2018|254.604
THDR|CA-2017-169103|03/08/2017|1466.32
THDR|CA-2015-139192|27/05/2015|1213.494
THDR|US-2016-153500|07/03/2016|458.072
THDR|CA-2016-110667|04/04/2016|210.992
THDR|CA-2018-167150|12/10/2018|85.504
THDR|CA-2017-105284|24/11/2017|4.416
THDR|US-2016-125374|23/03/2016|107.772
THDR|CA-2016-161263|16/04/2016|239.204
THDR|CA-2017-157686|10/01/2017|194.848
THDR|US-2018-139955|28/09/2018|1.744
THDR|US-2016-150161|25/07/2016|25.176
THDR|CA-2016-144652|20/11/2016|19.46
THDR|CA-2017-152814|28/04/2017|29.472
THDR|CA-2018-106943|14/11/2018|8.64
THDR|CA-2017-134348|11/12/2017|42.622
THDR|CA-2017-161781|29/09/2017|40.88
THDR|CA-2018-132521|23/09/2018|158.28
THDR|CA-2016-110016|29/11/2016|1126.83
THDR|US-2017-143819|03/01/2017|6125.822
THDR|CA-2017-167584|08/12/2017|6.48
THDR|CA-2017-166163|15/08/2017|75.126
THDR|CA-2018-158407|06/04/2018|103.968
THDR|CA-2016-143490|12/06/2016|339.334
THDR|CA-2016-165085|27/12/2016|384.86
THDR|CA-2018-160423|21/01/2018|383.992
THDR|CA-2015-159338|25/06/2015|447.84
THDR|CA-2017-107216|14/06/2017|53.7
THDR|US-2018-145863|21/04/2018|5.628
THDR|CA-2017-112340|21/10/2017|22.92
THDR|US-2017-110156|19/11/2017|296.668
THDR|CA-2018-140585|18/12/2018|286.485
THDR|CA-2017-144855|22/07/2017|6.3
THDR|CA-2016-142755|09/04/2016|919.49
THDR|US-2015-147627|20/01/2015|1859.4
THDR|CA-2016-105970|03/02/2016|112.04
THDR|CA-2017-112102|04/12/2017|448.81
THDR|US-2017-114776|12/06/2017|19.44
THDR|US-2017-134908|06/05/2017|132.168
THDR|US-2017-148803|12/11/2017|85.224
THDR|CA-2017-152170|11/12/2017|383.14
THDR|CA-2015-146969|29/09/2015|968.3
THDR|CA-2016-112452|04/04/2016|1273.606
THDR|CA-2016-113971|05/08/2016|8.352
THDR|CA-2017-160395|31/12/2017|163.408
THDR|CA-2015-136567|20/12/2015|2884.37
THDR|CA-2017-149314|07/02/2017|195.184
THDR|CA-2018-147039|29/06/2018|374.48
THDR|CA-2015-126522|09/01/2015|53.94
THDR|CA-2015-127964|03/03/2015|161.07
THDR|CA-2015-117709|05/04/2015|46.8
THDR|CA-2016-125416|11/02/2016|447.93
THDR|CA-2018-145226|12/08/2018|433.78
THDR|US-2015-100279|03/10/2015|22.38
THDR|CA-2015-158064|21/04/2015|16.52
THDR|US-2016-104430|22/10/2016|5.176
THDR|CA-2016-132080|22/08/2016|50.112
THDR|CA-2017-161207|29/08/2017|27.93
THDR|CA-2015-120243|27/12/2015|11.56
THDR|CA-2017-113621|12/01/2017|352.47
THDR|CA-2017-168081|24/04/2017|258.696
THDR|CA-2015-128146|21/06/2015|1326.69
THDR|CA-2018-138779|14/01/2018|29.664
THDR|CA-2015-127131|24/11/2015|721.476
THDR|CA-2018-117212|26/02/2018|2110.72
THDR|US-2016-130519|15/09/2016|111.904
THDR|CA-2017-130946|04/08/2017|1616.704
THDR|CA-2017-114727|18/07/2017|2331.84
THDR|CA-2018-133235|08/01/2018|271.96
THDR|CA-2017-137050|14/07/2017|663.964
THDR|US-2018-118087|09/09/2018|2457.141
THDR|CA-2015-110184|07/12/2015|505.686
THDR|CA-2017-126004|12/04/2017|611.028
THDR|CA-2018-100013|11/06/2018|29.69
THDR|CA-2016-132570|31/10/2016|82.74
THDR|CA-2017-153682|30/05/2017|839.988
THDR|CA-2017-144344|28/10/2017|314.393
THDR|CA-2015-127012|08/11/2015|76.28
THDR|CA-2017-128727|29/08/2017|22
THDR|US-2017-162859|15/02/2017|407.072
